opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000249,,ACC000257,New User - ACC000257,Activated,100.64,75,,2023-12-12,Instagram,New User,8
OPP00000250,,ACC000420,New User - ACC000420,Activated,185.75,10,,2023-12-17,Organic Search,New User,28
OPP00000251,,ACC000637,New User - ACC000637,Signup Complete,287.65,50,,2023-12-26,Google Ads,New User,19
OPP00000252,252,ACC000949,New User - ACC000949,Closed Won,469.79,100,2024-01-10,2024-01-03,Influencer,New User,44
OPP00000253,,ACC000342,Returning User - ACC000342,Signup Complete,79.97,10,,2023-12-31,Instagram,Returning User,78
OPP00000254,,ACC000518,New User - ACC000518,Lead,202.47,75,,2023-12-09,Google Ads,New User,12
OPP00000255,255,ACC000654,Premium Upgrade - ACC000654,Closed Won,122.65,100,2024-01-21,2023-12-30,Email,Premium Upgrade,70
OPP00000256,256,ACC000522,New User - ACC000522,Closed Won,176.14,100,2024-01-14,2023-12-14,Email,New User,96
OPP00000257,,ACC000361,New User - ACC000361,Verification Pending,158.10,75,,2024-01-02,Google Ads,New User,
OPP00000258,,ACC000364,Returning User - ACC000364,Signup Complete,199.22,10,,2023-12-30,Email,Returning User,
OPP00000259,,ACC000178,New User - ACC000178,Signup Complete,70.46,50,,2024-01-02,App Store,New User,
OPP00000260,,ACC000431,New User - ACC000431,Verification Pending,279.80,10,,2023-12-29,Google Ads,New User,
OPP00000261,,ACC000272,Returning User - ACC000272,Verification Pending,286.96,75,,2023-12-26,Influencer,Returning User,
OPP00000262,262,ACC000784,New User - ACC000784,Closed Won,490.81,100,2024-01-13,2023-12-26,Google Ads,New User,22
OPP00000263,,ACC000880,New User - ACC000880,Activated,181.68,10,,2024-01-06,Google Ads,New User,83
OPP00000264,264,ACC000744,New User - ACC000744,Closed Won,366.20,100,2024-01-09,2024-01-07,Influencer,New User,
OPP00000265,,ACC000779,New User - ACC000779,Lead,198.78,75,,2023-12-17,Play Store,New User,2
OPP00000266,,ACC000585,New User - ACC000585,Verification Pending,225.31,10,,2023-12-27,Play Store,New User,1
OPP00000267,267,ACC000814,New User - ACC000814,Closed Won,274.99,100,2024-01-15,2024-01-02,Organic Search,New User,
OPP00000268,,ACC000427,Premium Upgrade - ACC000427,Activated,99.44,25,,2024-01-05,Referral,Premium Upgrade,82
OPP00000269,,ACC000959,Returning User - ACC000959,Activated,99.53,25,,2023-12-31,Facebook Ads,Returning User,16
OPP00000270,,ACC000348,New User - ACC000348,Activated,64.81,25,,2024-01-02,App Store,New User,61
OPP00000271,,ACC000667,Premium Upgrade - ACC000667,Activated,287.75,25,,2023-12-19,Email,Premium Upgrade,71
OPP00000272,,ACC000232,New User - ACC000232,Activated,101.27,50,,2023-12-28,App Store,New User,78
OPP00000273,273,ACC000644,New User - ACC000644,Closed Won,344.35,100,2024-01-21,2023-12-11,Play Store,New User,53
OPP00000274,,ACC000719,Returning User - ACC000719,Signup Complete,219.80,75,,2023-12-13,TikTok,Returning User,
OPP00000275,,ACC000567,New User - ACC000567,Verification Pending,167.14,50,,2023-12-12,TikTok,New User,59
OPP00000276,,ACC000779,New User - ACC000779,Verification Pending,121.63,50,,2023-12-11,Facebook Ads,New User,69
OPP00000277,277,ACC000039,New User - ACC000039,Closed Won,430.33,100,2024-01-12,2023-12-26,Play Store,New User,
OPP00000278,278,ACC000188,New User - ACC000188,Closed Won,100.56,100,2024-01-23,2023-12-17,Referral,New User,69
OPP00000279,,ACC000144,New User - ACC000144,Lead,151.29,10,,2023-12-14,Google Ads,New User,53
OPP00000280,,ACC000828,New User - ACC000828,Signup Complete,111.24,25,,2024-01-06,Referral,New User,44
OPP00000281,,ACC000074,Returning User - ACC000074,Verification Pending,249.91,50,,2023-12-15,TikTok,Returning User,82
OPP00000282,,ACC000821,Returning User - ACC000821,Signup Complete,265.52,50,,2023-12-18,Play Store,Returning User,
OPP00000283,,ACC000685,Premium Upgrade - ACC000685,Signup Complete,147.35,25,,2023-12-10,Instagram,Premium Upgrade,
OPP00000284,,ACC000794,New User - ACC000794,Activated,95.09,75,,2023-12-31,Google Ads,New User,4
OPP00000285,,ACC000315,New User - ACC000315,Activated,113.79,10,,2023-12-23,Facebook Ads,New User,
OPP00000286,286,ACC000320,New User - ACC000320,Closed Won,179.56,100,2024-01-14,2023-12-14,Instagram,New User,32
OPP00000287,,ACC000422,New User - ACC000422,Signup Complete,167.84,50,,2023-12-18,Referral,New User,83
OPP00000288,,ACC000159,Returning User - ACC000159,Signup Complete,155.75,10,,2023-12-15,Organic Search,Returning User,
OPP00000289,,ACC000596,Premium Upgrade - ACC000596,Verification Pending,89.02,75,,2023-12-16,Email,Premium Upgrade,
OPP00000290,,ACC000819,New User - ACC000819,Verification Pending,53.85,75,,2023-12-12,Email,New User,23
OPP00000291,291,ACC000661,New User - ACC000661,Closed Won,208.99,100,2024-01-23,2023-12-31,Email,New User,47
OPP00000292,,ACC000729,New User - ACC000729,Signup Complete,75.36,50,,2023-12-15,Instagram,New User,10
OPP00000293,,ACC000258,New User - ACC000258,Activated,63.49,50,,2024-01-07,Organic Search,New User,18
OPP00000294,,ACC000950,New User - ACC000950,Verification Pending,169.26,10,,2023-12-16,Google Ads,New User,26
OPP00000295,,ACC000417,New User - ACC000417,Activated,206.91,50,,2023-12-14,Facebook Ads,New User,50
OPP00000296,,ACC000404,New User - ACC000404,Lead,197.40,50,,2023-12-29,App Store,New User,53
OPP00000297,297,ACC000068,New User - ACC000068,Closed Won,89.45,100,2024-01-13,2023-12-24,Email,New User,
OPP00000298,,ACC000986,New User - ACC000986,Signup Complete,274.70,50,,2024-01-09,TikTok,New User,
OPP00000299,,ACC000257,New User - ACC000257,Signup Complete,244.55,10,,2024-01-07,App Store,New User,57
OPP00000300,,ACC000005,New User - ACC000005,Signup Complete,213.86,25,,2023-12-10,Influencer,New User,44
OPP00000301,,ACC000107,Returning User - ACC000107,Signup Complete,85.46,10,,2024-01-05,Play Store,Returning User,
OPP00000302,,ACC000407,New User - ACC000407,Signup Complete,282.10,25,,2023-12-11,Google Ads,New User,
OPP00000303,,ACC000703,New User - ACC000703,Signup Complete,274.21,50,,2023-12-28,Email,New User,68
OPP00000304,,ACC000122,Premium Upgrade - ACC000122,Lead,119.42,10,,2024-01-08,App Store,Premium Upgrade,60
OPP00000305,305,ACC000686,New User - ACC000686,Closed Won,96.12,100,2024-01-10,2023-12-16,Referral,New User,7
OPP00000306,306,ACC000192,Returning User - ACC000192,Closed Won,278.74,100,2024-01-14,2023-12-17,TikTok,Returning User,
OPP00000307,,ACC000915,New User - ACC000915,Lead,291.37,10,,2023-12-14,Play Store,New User,68
OPP00000308,,ACC000477,New User - ACC000477,Verification Pending,241.04,10,,2023-12-12,Organic Search,New User,67
OPP00000309,,ACC000594,New User - ACC000594,Verification Pending,238.88,50,,2023-12-11,Organic Search,New User,
OPP00000310,310,ACC000219,New User - ACC000219,Closed Won,99.27,100,2024-01-20,2024-01-08,Influencer,New User,
OPP00000311,,ACC000213,Premium Upgrade - ACC000213,Signup Complete,203.11,50,,2023-12-13,Google Ads,Premium Upgrade,56
OPP00000312,,ACC000438,New User - ACC000438,Activated,145.80,50,,2023-12-12,Organic Search,New User,65
OPP00000313,,ACC000440,New User - ACC000440,Activated,145.19,25,,2024-01-02,TikTok,New User,83
OPP00000314,,ACC000050,New User - ACC000050,Activated,294.76,25,,2023-12-20,Google Ads,New User,5
OPP00000315,,ACC000257,New User - ACC000257,Activated,69.04,10,,2023-12-14,Play Store,New User,83
OPP00000316,,ACC000607,Premium Upgrade - ACC000607,Activated,198.30,25,,2023-12-24,Organic Search,Premium Upgrade,31
OPP00000317,,ACC000906,New User - ACC000906,Activated,241.92,75,,2024-01-02,Instagram,New User,
OPP00000318,,ACC000142,New User - ACC000142,Activated,77.83,25,,2023-12-28,Influencer,New User,93
OPP00000319,,ACC000698,New User - ACC000698,Activated,240.04,75,,2023-12-29,Play Store,New User,40
OPP00000320,,ACC000779,New User - ACC000779,Activated,217.47,25,,2023-12-31,App Store,New User,
OPP00000321,,ACC000738,Premium Upgrade - ACC000738,Activated,60.50,25,,2024-01-10,Influencer,Premium Upgrade,54
OPP00000322,,ACC000711,New User - ACC000711,Lead,59.34,10,,2023-12-25,Influencer,New User,35
OPP00000323,,ACC000197,Returning User - ACC000197,Lead,141.04,10,,2023-12-30,Instagram,Returning User,51
OPP00000324,324,ACC000554,New User - ACC000554,Closed Won,129.97,100,2024-01-16,2023-12-31,Influencer,New User,
OPP00000325,,ACC000653,New User - ACC000653,Verification Pending,194.08,50,,2024-01-02,Email,New User,
OPP00000326,,ACC000774,New User - ACC000774,Signup Complete,239.80,50,,2023-12-26,Organic Search,New User,
OPP00000327,,ACC000515,Premium Upgrade - ACC000515,Activated,164.21,25,,2024-01-03,Google Ads,Premium Upgrade,78
OPP00000328,,ACC000370,Returning User - ACC000370,Activated,282.36,75,,2024-01-10,Facebook Ads,Returning User,5
OPP00000329,329,ACC000771,New User - ACC000771,Closed Won,284.16,100,2024-01-13,2023-12-14,Instagram,New User,
OPP00000330,,ACC000891,Returning User - ACC000891,Verification Pending,71.67,10,,2023-12-12,Play Store,Returning User,35
OPP00000331,331,ACC000243,New User - ACC000243,Closed Won,64.79,100,2024-01-20,2024-01-05,Google Ads,New User,24
OPP00000332,,ACC000299,New User - ACC000299,Signup Complete,214.17,10,,2023-12-15,Referral,New User,10
OPP00000333,333,ACC000369,New User - ACC000369,Closed Won,163.00,100,2024-01-20,2023-12-27,Facebook Ads,New User,35
OPP00000334,,ACC000323,New User - ACC000323,Signup Complete,196.63,75,,2023-12-26,Facebook Ads,New User,2
OPP00000335,,ACC000152,Returning User - ACC000152,Activated,277.78,10,,2023-12-13,App Store,Returning User,66
OPP00000336,,ACC000399,Returning User - ACC000399,Signup Complete,233.82,75,,2024-01-01,App Store,Returning User,59
OPP00000337,,ACC000469,New User - ACC000469,Verification Pending,190.07,25,,2024-01-07,Email,New User,31
OPP00000338,338,ACC000315,New User - ACC000315,Closed Won,254.21,100,2024-01-13,2023-12-14,TikTok,New User,33
OPP00000339,,ACC000178,New User - ACC000178,Activated,258.44,25,,2023-12-12,Influencer,New User,63
OPP00000340,,ACC000022,New User - ACC000022,Activated,141.47,25,,2023-12-21,Instagram,New User,23
OPP00000341,,ACC000691,Returning User - ACC000691,Activated,157.38,25,,2023-12-21,Influencer,Returning User,50
OPP00000342,342,ACC000608,New User - ACC000608,Closed Won,234.24,100,2024-01-11,2023-12-17,App Store,New User,
OPP00000343,,ACC000746,Premium Upgrade - ACC000746,Activated,170.69,75,,2024-01-01,Facebook Ads,Premium Upgrade,
OPP00000344,,ACC000790,Premium Upgrade - ACC000790,Verification Pending,145.63,75,,2023-12-17,TikTok,Premium Upgrade,
OPP00000345,345,ACC000392,Returning User - ACC000392,Closed Won,493.66,100,2024-01-14,2023-12-24,Facebook Ads,Returning User,41
OPP00000346,346,ACC000653,New User - ACC000653,Closed Won,286.90,100,2024-01-19,2024-01-04,Influencer,New User,
OPP00000347,,ACC000462,New User - ACC000462,Signup Complete,105.49,10,,2023-12-31,Organic Search,New User,92
OPP00000348,,ACC000667,Returning User - ACC000667,Activated,140.25,75,,2023-12-25,Organic Search,Returning User,
OPP00000349,,ACC000021,Returning User - ACC000021,Lead,164.54,25,,2024-01-11,Facebook Ads,Returning User,48
OPP00000350,,ACC000204,New User - ACC000204,Signup Complete,188.52,25,,2023-12-22,Play Store,New User,29
OPP00000351,,ACC000428,New User - ACC000428,Signup Complete,277.84,10,,2024-01-02,Organic Search,New User,73
OPP00000352,,ACC000487,New User - ACC000487,Verification Pending,165.38,75,,2024-01-11,Organic Search,New User,39
OPP00000353,,ACC000912,New User - ACC000912,Activated,168.87,75,,2024-01-09,Instagram,New User,8
OPP00000354,,ACC000240,New User - ACC000240,Verification Pending,280.29,10,,2024-01-08,Instagram,New User,67
OPP00000355,,ACC000664,New User - ACC000664,Signup Complete,255.64,50,,2023-12-12,Facebook Ads,New User,35
OPP00000356,,ACC000529,New User - ACC000529,Signup Complete,146.28,10,,2023-12-23,App Store,New User,5
OPP00000357,,ACC000290,Returning User - ACC000290,Verification Pending,250.07,75,,2023-12-20,Instagram,Returning User,15
OPP00000358,,ACC000343,New User - ACC000343,Activated,275.61,50,,2023-12-26,TikTok,New User,81
OPP00000359,,ACC000106,New User - ACC000106,Activated,109.24,10,,2024-01-08,Play Store,New User,
OPP00000360,,ACC000356,Premium Upgrade - ACC000356,Activated,213.35,75,,2024-01-09,App Store,Premium Upgrade,
OPP00000361,,ACC000701,Premium Upgrade - ACC000701,Verification Pending,298.73,75,,2023-12-29,Instagram,Premium Upgrade,30
OPP00000362,,ACC000479,New User - ACC000479,Signup Complete,229.74,50,,2023-12-22,Influencer,New User,
OPP00000363,363,ACC000133,Returning User - ACC000133,Closed Won,464.58,100,2024-01-21,2023-12-23,Influencer,Returning User,24
OPP00000364,364,ACC000483,New User - ACC000483,Closed Won,169.39,100,2024-01-16,2024-01-05,Email,New User,32
OPP00000365,365,ACC000454,Premium Upgrade - ACC000454,Closed Won,310.49,100,2024-01-22,2023-12-30,Instagram,Premium Upgrade,20
OPP00000366,,ACC000820,Returning User - ACC000820,Lead,104.02,50,,2023-12-22,Facebook Ads,Returning User,
OPP00000367,,ACC000940,New User - ACC000940,Lead,157.77,25,,2023-12-16,Email,New User,74
OPP00000368,368,ACC000296,New User - ACC000296,Closed Won,200.91,100,2024-01-11,2024-01-08,Google Ads,New User,
OPP00000369,,ACC000475,Premium Upgrade - ACC000475,Lead,84.73,50,,2024-01-11,Email,Premium Upgrade,1
OPP00000370,,ACC000298,Returning User - ACC000298,Signup Complete,256.01,75,,2023-12-23,Referral,Returning User,18
OPP00000371,,ACC000915,New User - ACC000915,Activated,246.97,25,,2023-12-26,Facebook Ads,New User,
OPP00000372,372,ACC000976,Returning User - ACC000976,Closed Won,404.58,100,2024-01-23,2023-12-30,Play Store,Returning User,
OPP00000373,,ACC000338,New User - ACC000338,Activated,160.14,25,,2024-01-10,App Store,New User,
OPP00000374,,ACC000641,New User - ACC000641,Verification Pending,194.12,25,,2023-12-30,Referral,New User,22
OPP00000375,375,ACC000847,Returning User - ACC000847,Closed Won,92.81,100,2024-01-24,2023-12-26,Email,Returning User,
OPP00000376,376,ACC000123,Returning User - ACC000123,Closed Won,301.19,100,2024-01-19,2023-12-19,Influencer,Returning User,
OPP00000377,,ACC000327,New User - ACC000327,Verification Pending,187.91,10,,2024-01-02,Facebook Ads,New User,86
OPP00000378,,ACC000066,New User - ACC000066,Lead,233.72,10,,2023-12-27,Influencer,New User,
OPP00000379,,ACC000127,Returning User - ACC000127,Lead,299.36,50,,2024-01-02,Influencer,Returning User,39
OPP00000380,,ACC000013,New User - ACC000013,Activated,100.47,75,,2023-12-24,App Store,New User,
OPP00000381,,ACC000243,New User - ACC000243,Activated,139.02,75,,2023-12-26,Instagram,New User,
OPP00000382,,ACC000578,Returning User - ACC000578,Activated,66.09,25,,2023-12-29,Influencer,Returning User,91
OPP00000383,,ACC000524,New User - ACC000524,Lead,174.48,10,,2023-12-17,App Store,New User,11
OPP00000384,,ACC000332,New User - ACC000332,Lead,276.61,50,,2023-12-24,Referral,New User,62
OPP00000385,,ACC000099,New User - ACC000099,Signup Complete,292.76,50,,2023-12-14,Google Ads,New User,
OPP00000386,386,ACC000675,New User - ACC000675,Closed Won,224.67,100,2024-01-16,2023-12-22,TikTok,New User,99
OPP00000387,387,ACC000022,New User - ACC000022,Closed Won,390.05,100,2024-01-18,2024-01-08,Referral,New User,88
OPP00000388,388,ACC000965,New User - ACC000965,Closed Won,123.81,100,2024-01-14,2023-12-24,Google Ads,New User,62
OPP00000389,389,ACC000370,New User - ACC000370,Closed Won,420.93,100,2024-01-22,2023-12-23,Play Store,New User,73
OPP00000390,,ACC000307,New User - ACC000307,Signup Complete,266.23,50,,2023-12-18,App Store,New User,
OPP00000391,,ACC000161,New User - ACC000161,Activated,163.74,10,,2024-01-09,Google Ads,New User,72
OPP00000392,,ACC000501,Returning User - ACC000501,Lead,90.14,50,,2024-01-07,Instagram,Returning User,83
OPP00000393,,ACC000909,Returning User - ACC000909,Activated,194.41,25,,2023-12-18,Play Store,Returning User,94
OPP00000394,,ACC000339,Returning User - ACC000339,Activated,211.93,50,,2024-01-10,Influencer,Returning User,
OPP00000395,395,ACC000210,New User - ACC000210,Closed Won,126.65,100,2024-01-18,2023-12-25,Google Ads,New User,
OPP00000396,396,ACC000289,New User - ACC000289,Closed Won,290.87,100,2024-01-20,2023-12-29,Google Ads,New User,31
OPP00000397,,ACC000539,Premium Upgrade - ACC000539,Verification Pending,81.45,50,,2023-12-22,Referral,Premium Upgrade,93
OPP00000398,,ACC000239,Returning User - ACC000239,Lead,129.00,25,,2024-01-01,Facebook Ads,Returning User,18
OPP00000399,,ACC000639,New User - ACC000639,Activated,161.32,25,,2023-12-31,Play Store,New User,84
OPP00000400,,ACC000014,New User - ACC000014,Activated,117.90,10,,2023-12-16,TikTok,New User,22
OPP00000401,,ACC000027,New User - ACC000027,Activated,93.51,50,,2024-01-11,Influencer,New User,62
OPP00000402,,ACC000759,New User - ACC000759,Signup Complete,105.67,75,,2024-01-11,Instagram,New User,77
OPP00000403,403,ACC000736,New User - ACC000736,Closed Won,430.33,100,2024-01-19,2024-01-08,Google Ads,New User,
OPP00000404,,ACC000323,New User - ACC000323,Verification Pending,275.96,75,,2023-12-27,App Store,New User,
OPP00000405,,ACC000526,New User - ACC000526,Lead,192.36,75,,2024-01-11,Referral,New User,78
OPP00000406,,ACC000041,New User - ACC000041,Activated,258.30,75,,2023-12-25,Play Store,New User,28
OPP00000407,407,ACC000905,New User - ACC000905,Closed Won,490.40,100,2024-01-27,2024-01-12,Organic Search,New User,1
OPP00000408,,ACC000056,New User - ACC000056,Activated,141.92,50,,2024-01-01,Organic Search,New User,1
OPP00000409,,ACC000581,Premium Upgrade - ACC000581,Verification Pending,259.80,75,,2023-12-26,App Store,Premium Upgrade,72
OPP00000410,,ACC000995,New User - ACC000995,Activated,110.77,25,,2023-12-14,Play Store,New User,55
OPP00000411,,ACC000089,Premium Upgrade - ACC000089,Activated,266.31,75,,2024-01-07,Google Ads,Premium Upgrade,99
OPP00000412,,ACC000721,Premium Upgrade - ACC000721,Lead,156.39,50,,2023-12-30,TikTok,Premium Upgrade,95
OPP00000413,,ACC000682,New User - ACC000682,Activated,215.95,50,,2023-12-14,App Store,New User,
OPP00000414,,ACC000632,New User - ACC000632,Activated,92.35,75,,2024-01-04,TikTok,New User,55
OPP00000415,,ACC000827,New User - ACC000827,Activated,110.31,10,,2023-12-21,Organic Search,New User,
OPP00000416,,ACC000429,New User - ACC000429,Activated,96.05,50,,2023-12-19,Play Store,New User,15
